"title", source, price, sold, size, url
"Veja Womens V-12 Leather Sneaker White  White & Green", eBay, $191.10, Available, Unknown, https://www.ebay.com/itm/274670840435?hash=item3ff3a86a73:g:mCcAAOSwf3pgGzHV
"Veja Womens V-10 Leather Sneaker White & Black Trainer", eBay, $191.10, Available, Unknown, https://www.ebay.com/itm/274670840362?hash=item3ff3a86a2a:g:c6sAAOSwcM5gGzHZ
"Veja Sdu Rec Alveomesh Nautical Oxford Grey", eBay, $161.21, Available, Unknown, https://www.ebay.com/itm/274670840364?hash=item3ff3a86a2c:g:a18AAOSwrJJgGzIk
"Veja Womens V-10 Suede & Mesh Basketball Sneaker White & Marsala", eBay, $179.61, Available, Unknown, https://www.ebay.com/itm/274670840365?hash=item3ff3a86a2d:g:E-IAAOSwewJgGzHh
"Veja V-12 Leather Sneaker Triple White", eBay, $191.10, Available, Unknown, https://www.ebay.com/itm/274670840367?hash=item3ff3a86a2f:g:8XsAAOSwLYRgGzH7
"Veja Womens V-10 Leather Basketball Sneaker White  Orange & Cobalt Trainer", eBay, $191.10, Available, Unknown, https://www.ebay.com/itm/274670840376?hash=item3ff3a86a38:g:Li4AAOSwhsZgGzHw
"Veja Sdu-Rt B-Mesh Sneakers Black & White Trainer", eBay, $161.21, Available, Unknown, https://www.ebay.com/itm/274670840389?hash=item3ff3a86a45:g:gAIAAOSwMbxgGzH2
"Veja V-10 Leather Basketball Sneaker White  Fishnet & Navy Trainer", eBay, $191.10, Available, Unknown, https://www.ebay.com/itm/274670537319?hash=item3ff3a3ca67:g:S4YAAOSwSGRgGt5a
"Veja V-10 Suede & Mesh Basketball Sneaker Natural Pierre", eBay, $179.61, Available, Unknown, https://www.ebay.com/itm/274670135605?hash=item3ff39da935:g:LE8AAOSwUldgGobp
"VEJA Baby Brown Sheepskin Leather Suede Shoes Trainers Size UK 2 EU 17/18 US 2.5", eBay, $56.67, Available, Unknown, https://www.ebay.com/itm/164683116912?hash=item2657e0f170:g:MXQAAOSwR9BfJU39
"Veja Field Sneaker White & Khaki", eBay, $191.10, Available, Unknown, https://www.ebay.com/itm/274669307486?hash=item3ff391065e:g:b0kAAOSwiI9gGW2p
"VEJA CAMPO LEATHER WHITE NATURAL SNEAKER CP052429 EUR 45 US 11.5", eBay, $145.00, Available, Unknown, https://www.ebay.com/itm/133654452764?hash=item1f1e6d1a1c:g:7RgAAOSw2YZgGZWn
"VEJA CAMPO LEATHER WHITE NATURAL SNEAKER CP052429 EUR 43 US 10", eBay, $145.00, Available, Unknown, https://www.ebay.com/itm/133654451151?hash=item1f1e6d13cf:g:7RgAAOSw2YZgGZWn
"VEJA CAMPO LEATHER WHITE NATURAL SNEAKER CP052429 EUR 42 US 9", eBay, $145.00, Available, Unknown, https://www.ebay.com/itm/133654450935?hash=item1f1e6d12f7:g:7RgAAOSw2YZgGZWn
"VEJA CAMPO LEATHER WHITE NATURAL SNEAKER CP052429 EUR 41 US 8", eBay, $145.00, Available, Unknown, https://www.ebay.com/itm/133654448430?hash=item1f1e6d092e:g:7RgAAOSw2YZgGZWn
"VEJA WOMEN CAMPO LEATHER WHITE NATURAL SNEAKER CP052429 EUR 41 US 10", eBay, $145.00, Available, Unknown, https://www.ebay.com/itm/133654446459?hash=item1f1e6d017b:g:DZUAAOSw1jZgGZOU
"VEJA WOMEN CAMPO LEATHER WHITE NATURAL SNEAKER CP052429 EUR 40 US 9", eBay, $145.00, Available, Unknown, https://www.ebay.com/itm/133654446216?hash=item1f1e6d0088:g:DZUAAOSw1jZgGZOU
"#-586- VEJA Esplar Sneaker Wome's Sohes White SZ 38 / 7 US", eBay, $75.00, Available, Unknown, https://www.ebay.com/itm/324473192405?hash=item4b8c1bffd5:g:f5AAAOSwqVpfN099
"VEJA CAMPO LEATHER WHITE BLACK SNEAKER CP051537 EUR 45 US 11.5", eBay, $145.00, Available, Unknown, https://www.ebay.com/itm/133654382072?hash=item1f1e6c05f8:g:-RYAAOSwALxgGX7k
"VEJA CAMPO LEATHER WHITE BLACK SNEAKER CP051537 EUR 44 US 11", eBay, $145.00, Available, Unknown, https://www.ebay.com/itm/133654381783?hash=item1f1e6c04d7:g:-RYAAOSwALxgGX7k
"VEJA CAMPO LEATHER WHITE BLACK SNEAKER CP051537 EUR 43 US 10", eBay, $145.00, Available, Unknown, https://www.ebay.com/itm/133654381622?hash=item1f1e6c0436:g:-RYAAOSwALxgGX7k
"VEJA CAMPO LEATHER WHITE BLACK SNEAKER CP051537 EUR 42 US 9", eBay, $145.00, Available, Unknown, https://www.ebay.com/itm/133654381138?hash=item1f1e6c0252:g:-RYAAOSwALxgGX7k
"VEJA CAMPO LEATHER WHITE BLACK SNEAKER CP051537 EUR 41 US 8", eBay, $145.00, Available, Unknown, https://www.ebay.com/itm/133654380849?hash=item1f1e6c0131:g:-RYAAOSwALxgGX7k
"VEJA WOMEN CAMPO LEATHER WHITE BLACK SNEAKER CP051537 EUR 41 US 10", eBay, $145.00, Available, Unknown, https://www.ebay.com/itm/133654379930?hash=item1f1e6bfd9a:g:-RYAAOSwALxgGX7k
"Veja V-10 Leather Sneakers (Color: Extra White Nautico / Size: 38)", eBay, $164.00, Available, Unknown, https://www.ebay.com/itm/184645655781?hash=item2afdbd1ce5:g:uC0AAOSwvHFgGAFg
"Veja Shoes Black Mens Size 12", eBay, $50.00, Available, Unknown, https://www.ebay.com/itm/363276896652?hash=item5494fd898c:g:E5sAAOSwM05emynW
"Veja V10 Mens Sneaker Oxford Gray/White Size 12 EU 46 5762386 👀🔥💯🐐🏆", eBay, $154.99, Available, Unknown, https://www.ebay.com/itm/324468060523?hash=item4b8bcdb16b:g:NVUAAOSwLLlgE2Cz
"Veja + Net Sustain Nova Organic Cotton Canvas Sneaker Men’s 12", eBay, $94.99, Available, Unknown, https://www.ebay.com/itm/254847563542?hash=item3b56193716:g:~7IAAOSw8CNgsDIW
"Women’s Veja G Kero Lace Up Sneakers / Trainers with Colorful Birds - Size 9", eBay, $64.00, Available, Unknown, https://www.ebay.com/itm/233870168203?hash=item3673bf908b:g:7D0AAOSw8ndgDHnr
"Veja V-10 Leather Basketball Sneaker Extra White Trainer", eBay, $191.10, Available, Unknown, https://www.ebay.com/itm/274657427165?hash=item3ff2dbbedd:g:DEgAAOSw9UVfcSrX
"Veja Esplar Clean Leather Sneaker White & Fluo Orange", eBay, $161.70, Available, Unknown, https://www.ebay.com/itm/274657092870?hash=item3ff2d6a506:g:JyUAAOSw71NgC~Ta
"Veja V-12 Leather Sneaker White  Burgundy & Navy", eBay, $191.50, Available, Unknown, https://www.ebay.com/itm/274656360892?hash=item3ff2cb79bc:g:55wAAOSw8BpgCsdE
"Veja V-10 Leather Basketball Sneaker White  Orange & Cobalt Trainer", eBay, $191.74, Available, Unknown, https://www.ebay.com/itm/274656360851?hash=item3ff2cb7993:g:aP4AAOSwby9gCsj2
"Veja Womens Esplar Clean Leather Sneaker White & Marsala Trainer", eBay, $161.46, Available, Unknown, https://www.ebay.com/itm/274656360744?hash=item3ff2cb7928:g:UmUAAOSwpUBgCsdJ
"Veja V-12 Leather Sneakerwhite  White & Green", eBay, $191.74, Available, Unknown, https://www.ebay.com/itm/274655895565?hash=item3ff2c4600d:g:MLgAAOSwUphgCq77
"Veja Womens Field Easy Extra White Orange Fluo Cobalt Trainer", eBay, $191.11, Available, Unknown, https://www.ebay.com/itm/274655895545?hash=item3ff2c45ff9:g:4oYAAOSwtvFgCpWx
"Men’s VEJA V10 Extra White Leather Sneaker Size US 8.5 $150 Sustainable Recycled", eBay, $109.99, Available, Unknown, https://www.ebay.com/itm/284155284983?hash=item4228f98df7:g:RFYAAOSwFTlgCPsR
"VEJA ESPLAR LOGO MENS EXTRA WHITE SNEAKERS EA2001 EAM2001 EUR 42 US 9", eBay, $99.00, Available, Unknown, https://www.ebay.com/itm/133642307856?hash=item1f1db3c910:g:jhcAAOSwg0deWUoo
"Veja V-10 Leather Sneaker White & Black Trainer", eBay, $191.50, Available, Unknown, https://www.ebay.com/itm/274652178316?hash=item3ff28ba78c:g:SaUAAOSwfOhgBhJ8
"Veja V-12 Mesh Sneaker Navy & White Trainer", eBay, $179.94, Available, Unknown, https://www.ebay.com/itm/274652178322?hash=item3ff28ba792:g:EtMAAOSwYxFftuLa
"Veja Esplar Clean Leather Sneaker White & Marsala Trainer", eBay, $161.46, Available, Unknown, https://www.ebay.com/itm/274652178326?hash=item3ff28ba796:g:W28AAOSwBUlfcStX
"Veja V-12 Leather Sneaker White  Marsala & Gum", eBay, $197.27, Available, Unknown, https://www.ebay.com/itm/274652178336?hash=item3ff28ba7a0:g:xQIAAOSwqPhgBhKA
"Veja Field Sneaker White & Green Trainer", eBay, $191.50, Available, Unknown, https://www.ebay.com/itm/274652178337?hash=item3ff28ba7a1:g:CPUAAOSw3iBftFZD
"Veja Field Sneaker White & Black", eBay, $191.10, Available, Unknown, https://www.ebay.com/itm/274652178345?hash=item3ff28ba7a9:g:14EAAOSwFJZgBhKg
"Veja Esplar Clean Leather Sneaker White & Black Trainer", eBay, $161.21, Available, Unknown, https://www.ebay.com/itm/274652178355?hash=item3ff28ba7b3:g:0U0AAOSwLzNf8lh2
"Veja Nova Low Canvas Sneaker White & Marsala", eBay, $149.47, Available, Unknown, https://www.ebay.com/itm/274652178364?hash=item3ff28ba7bc:g:-CwAAOSwWdVgBhKk
"Veja Rio Branco Vintage Runner Grey  Navy & White", eBay, $179.94, Available, Unknown, https://www.ebay.com/itm/274652178368?hash=item3ff28ba7c0:g:N~YAAOSwquxgLt7~
"Veja V-10 - Garden Spike Basketball Sneakerwhite & Natural", eBay, $197.27, Available, Unknown, https://www.ebay.com/itm/274652178373?hash=item3ff28ba7c5:g:cLUAAOSwPbBft~yC
"Veja Field Easy Extra White Orange Fluo Cobalt Trainer", eBay, $191.50, Available, Unknown, https://www.ebay.com/itm/274652178381?hash=item3ff28ba7cd:g:0ZoAAOSw76JgBhJ4
"Veja V-12 Leather Sneaker White Black & Gum", eBay, $197.27, Available, Unknown, https://www.ebay.com/itm/274652178380?hash=item3ff28ba7cc:g:FVoAAOSw3G9gBhKD
"Veja Nova Low Canvas Sneakerwhite & Black", eBay, $149.70, Available, Unknown, https://www.ebay.com/itm/274652178383?hash=item3ff28ba7cf:g:OvUAAOSwnuhgBhKL
"Veja Rio Branco Vintage Runnerblack  White & Grey", eBay, $179.94, Available, Unknown, https://www.ebay.com/itm/274652178396?hash=item3ff28ba7dc:g:BDUAAOSwCQ1ft~x4
"Veja V-10 Suede & Mesh Basketball Sneaker White & Navy", eBay, $179.61, Available, Unknown, https://www.ebay.com/itm/274652178307?hash=item3ff28ba783:g:R7AAAOSwEK9gBhKQ
"Veja V-10 Suede & Mesh Basketball Sneaker White & Marsala", eBay, $179.61, Available, Unknown, https://www.ebay.com/itm/274652178314?hash=item3ff28ba78a:g:yq4AAOSwo99gBhKU
"Cinemateca Veja – Alien – o Oitavo Passageiro (Rev Ed)", eBay, $32.00, Available, Unknown, https://www.ebay.com/itm/143921415112?hash=item21826283c8:g:BnEAAOSwQdhgBWIY
"VEJA V-10 Extra White Orange Fluo Cobalt Sneakers Women's EU 40 US 9 UK 7", eBay, $125.00, Available, Unknown, https://www.ebay.com/itm/274649072781?hash=item3ff25c448d:g:YEkAAOSwRnZgAmUt
"Veja Condor Rubber-Trimmed Mesh Running Sneakers - Black - Size 42 EU", eBay, $129.99, Available, Unknown, https://www.ebay.com/itm/293949893130?hash=item4470c76a0a:g:aEQAAOSwm5tf-2n6
"Veja x Modetrotter First Lady Trainers- Womens- Size 9- Pink-RAREOnly 1000 Pairs", eBay, $299.99, Available, Unknown, https://www.ebay.com/itm/254830413126?hash=item3b55138546:g:B04AAOSwSlNf-kkR
"AGNES B pour VEJA - BASKETS - SNEAKERS T.36 - AUTHENTIQUE", eBay, $77.02, Available, Unknown, https://www.ebay.com/itm/124520563465?hash=item1cfe010309:g:EzwAAOSwNDVftTwD
"VEJA ESPLAR LOGO WHITE BLACK CLEAN SNEAKERS EO020005 EUR 44 US 11", eBay, $99.00, Available, Unknown, https://www.ebay.com/itm/133631659836?hash=item1f1d114f3c:g:3uYAAOSwx8NfpbYA
"Women's Veja Nova Vegan Canvas Black Sneakers N1153 Size 8", eBay, $124.50, Available, Unknown, https://www.ebay.com/itm/303839939858?hash=item46be458d12:g:gV4AAOSwOc5f4jmT
"Veja Sneakers Trainers Kids  Indigo Blue  Size Eu 26  Brand New With Box", eBay, $72.00, Available, Unknown, https://www.ebay.com/itm/154280415242?hash=item23ebd4500a:g:CJIAAOSwFNRf9n5W
"VEJA x Rick Owens Sneakers - Knitted Vegan Suede Low-Top Sneakers", eBay, $255.00, Available, Unknown, https://www.ebay.com/itm/324435849355?hash=item4b89e2308b:g:Pd8AAOSwIhFf635C
"NIB Veja Roraima Leather Black Grafite Sr Combat Lace Up Winter Size 39", eBay, $109.99, Available, Unknown, https://www.ebay.com/itm/254819883079?hash=item3b5472d847:g:LBwAAOSwt2df6l5a
"Like New! Veja Net Sustain Esplar Suede Leather Sneakers Womens Size 5 US w/ box", eBay, $89.99, Available, Unknown, https://www.ebay.com/itm/143899427255?hash=item21811301b7:g:AqYAAOSwO7NfX4wn
"TONY FRAGA: mirongue / veja / querida / adeus AMERICA 7" Single", eBay, $12.00, Available, Unknown, https://www.ebay.com/itm/313353716653?hash=item48f55643ad:g:kTAAAOSw0FRf4ZkA
"Veja Women's V-10 Sneakers", eBay, $249.59, Available, Unknown, https://www.ebay.com/itm/303807411093?hash=item46bc553395:g:nhsAAOSwLq1f1HH5
"Veja Gold Sneakers Size 6", eBay, $61.00, Available, Unknown, https://www.ebay.com/itm/324412671192?hash=item4b888084d8:g:YqIAAOSw0lFf0pTY
"VEJA MAGAZINE EXTRA EDITION = USA World Cup 1994 Brazil Romário Football POSTER", eBay, $26.00, Available, Unknown, https://www.ebay.com/itm/224272928072?hash=item3437b54d48:g:OU0AAOSwp19f0gX6
"Men's Veja V-10 Sneakers Size 12  white and black  brand new condition", eBay, $120.00, Available, Unknown, https://www.ebay.com/itm/313335421756?hash=item48f43f1b3c:g:6u4AAOSwPZhfz~rf
"Veja Men's Esplar Leather Sneakers", eBay, $182.99, Available, Unknown, https://www.ebay.com/itm/184569217468?hash=item2af92ec1bc:g:jWUAAOSwAjVfzUqU
"NEW Veja V-10 Roraima Green Suede Women Athletic Low Top Sneakers EU 37 US 6 UK4", eBay, $149.00, Available, Unknown, https://www.ebay.com/itm/193785045148?hash=item2d1e7d209c:g:1OMAAOSwkUJfyCoc
"NEW Veja v-10 leather sneakers VX022268 V 10 Black White White Sole AUTHENTIC NW", eBay, $180.00, Available, Unknown, https://www.ebay.com/itm/393045669804?hash=item5b8358f7ac:g:GokAAOSwMz5fzNXr
"Veja Men's V-12 Leather Sneakers", eBay, $323.61, Available, Unknown, https://www.ebay.com/itm/193770579448?hash=item2d1da065f8:g:ddsAAOSw0axfwfb4
"Veja Esplar SE Canvas Casual Sneaker White/Turquoise Women’s 5 EUR 36 SE012140", eBay, $124.99, Available, Unknown, https://www.ebay.com/itm/324394256755?epid=28046183993&hash=item4b87678973:g:bA8AAOSw~bxfwYfG
"Rick Owens X Veja Yellow Sneakers New", eBay, $339.00, Available, Unknown, https://www.ebay.com/itm/333801893852?hash=item4db824afdc:g:0coAAOSwv4xfvnzZ
"Rick Owens X Veja Black/White Sneakers New", eBay, $349.00, Available, Unknown, https://www.ebay.com/itm/333801892738?hash=item4db824ab82:g:jkcAAOSwwChgdRlk
"Rick Owens X Veja Black/White Sneakers New", eBay, $369.00, Available, Unknown, https://www.ebay.com/itm/333801889606?hash=item4db8249f46:g:9~gAAOSwy8Vfvnt9
"Rick Owens X Veja White Sneakers New", eBay, $359.00, Available, Unknown, https://www.ebay.com/itm/333801888552?hash=item4db8249b28:g:IckAAOSwlIxfvnrE
"As Melhores Frase Em Veja (Em Portuguese do Brasil) by Julio Cesar de Barros The", eBay, $33.66, Available, Unknown, https://www.ebay.com/itm/383826549260?epid=1236611595&hash=item595dd85a0c:g:hNsAAOSwvJ9fvSe5
"Veja Womens V-10 Leather Sneakers Extra White Leaf Emeraude Size 10 EUR 41", eBay, $129.99, Available, Unknown, https://www.ebay.com/itm/143858481806?hash=item217ea23a8e:g:JOcAAOSwkDFfuvGf
"Uma Historia Do Pt No Discurso Da Veja by Max Dias (Portuguese) Free Shipping!", eBay, $108.88, Available, Unknown, https://www.ebay.com/itm/363190528127?epid=6042657945&hash=item548fd7a87f:g:~TkAAOSwPGBfukYX
"Veja São Paulo 1984 - Cover: Ryan O'Neal & Barbra Streisand - Brazilian vintage", eBay, $50.00, Available, Unknown, https://www.ebay.com/itm/233790240831?hash=item366efbf83f:g:xiIAAOSwf8NfuFPV
