"title","price","url"
"STATS --> Brand: five dancewear, Total Items: 18, Total Value: $786.51 ","",""
"NWOT Five Dancewear Adult Small Dance Banded Booty Shorts Navy Green White","$9.99","https://www.ebay.com/itm/NWOT-Five-Dancewear-Adult-Small-Dance-Banded-Booty-Shorts-Navy-Green-White/264733502228?hash=item3da358ab14:g:NHcAAOSwNWxewORN"
"five dancewear Medium Adult Black And White Knot Top","$16.50","https://www.ebay.com/itm/five-dancewear-Medium-Adult-Black-And-White-Knot-Top/254615549698?hash=item3b4844f702:g:z30AAOSwZtpe1tkd"
"Five Dancewear Illusions Leotard Black NEW","$59.00","https://www.ebay.com/itm/Five-Dancewear-Illusions-Leotard-Black-NEW/254372153446?hash=item3b39c30866&var&_trkparms=ispr%3D1&enc=AQAEAAADIOuiIu8W2a6H0eQlJyOVb1KCMyrt7YnqsrWphQFR1cmoSRxoPgt1vK4N%2FN45Dglyk%2Fp8npfP8yLcGG%2F%2FFHeuH9aZdL2OOXotRonr0XYV2nl6py6LWnQ33%2BUy73luAH5G8nSd2aEZAZtbsq1Ofyx43wmju8mN4uTfKLg4J%2BVhLQtCwU%2FYLnmIOYferw1vFcjEVbGw1WWYO%2BAmGDyPV7RTyzkSMBGMGWC81ZjVIuoe2T36l6GMwu4Zi1pRGwOy9DvYRXUnedRD42rDXllyUcbIrB0xc4ji3jCpjNsF3RQaBeyHVNtxqCIWWCffxV98qLmFHTuk1qjTy19gyvxacS1mV%2BmgVAJi9g28WMKrYhUxLDzNd1uHcpeHX1c%2B1jpk4XKQ9R86oqfDnnbYWkQhkZaDdf5oPFl6akRx1IMi2IOjmuOiin9JEkiu7qcSREaoedvV93tLvJ%2BEzYObM%2BuJKNQ1VyU%2BhhLI0FVzrQd4HfVRSJYo0jIjZ2mrWpsIdP4Kpq61SJ3P8DoVIL2S8tRH99mbGw1ev1uWcE%2BsRe%2FBjmjQhKLVCRtcu8Si0yUzk9obYOJOSaUbs%2F2UsorL6HZbLpoJb7oM3vHJeoxnlNL9EGOwZ%2BCRezqtg%2B9xGJNUQ5IH7DoLP%2Fx6bkm8Rgz1g5OVlMdhzbxzA%2BvG0ude7rnXwajCRvP1im%2BB1iudrYgEhoY5QR%2FL6fjC1oeKh6c2a77SBchCaisKYgPpMvAY3hhxybGt7uddHh26i1K2Xh6D%2BvBEFY8o0LXyf%2B%2FIVVNuC5Ep7UiKZN3JFcNeVla8K8UanVof9GohwHn4%2BE4J1o2NbaFs2xFye%2BQGE38WX%2BaeOKYmZe1hTvlD8o%2Fbbmruhfk5DXpQevX1rCZIJVd3wqFRqWHk63bc6vjvUwEbW7M%2FnpcWJttEDdgfwgOePH57UNajSOyAXfBNkwpa91D%2BZ6%2B3CRQC8sDwdC6qEoQs4ms3I5bQTDI7K1Jxx9B7RLDCudcyB22%2B8jrFSGGm9%2B%2FXy0jlRgBrkiCMmCVIkYcSiKBslkCN7QD55VR2usJjTjS21CFygry2CFm0&checksum=2543721534469b1359f7c2304a7a8c9ac151e15be392"
"EUC Five Dancewear Retired Hooded Crop Net Top Black Adult PA Dance","$34.00","https://www.ebay.com/itm/EUC-Five-Dancewear-Retired-Hooded-Crop-Net-Top-Black-Adult-PA-Dance/264399783837?hash=item3d8f74879d&_trkparms=ispr%3D1&enc=AQAEAAADQKO%2Fea1iqfKeWEWF0f3%2FZuTJjjOfbDOHmpq6ORaoEKzd6zA6GEyaIy2PF6jdwQqM0QyHX2Uc36HM6coyWkywCELBObB3qxLKi1UZ%2F7xKK%2BekUVqFEe8EsiCKNGNHWOTr3imZqYpXSNm%2F5fOUm1Ru9ztnIiRVUPMxtXE0nKRiLkiKYJ8OACpPZxT8glY4x9KPv6PjEP6QCasW1aAgY0bIwZZsCSOWn5fZwW5pmGkna04ZimaG3jbwVkeRPfrANALNHX8c58cRZbiQRsfpECoOxNbuxx%2FDabUD57sjPU0jIaerlsJ58Qk7ewE47%2BaW0GmTTc3PQRo9mvd5xzdheIcgnA%2BSGLvB%2F2zrMz%2FN8n1Zx7ZJUE%2FIOzj%2FEGdyec3mIl2oeTca3Qusy9%2F7Za%2BhLiub2q3bqS9WAatyKSoJhjrWSMFG%2BI%2B0bpiKeD%2FMHNz8Lsj8%2F4zYKVIBtFc6RC8fakxibFbGvn2uCF%2BfcwNE56y6d9%2FlOM6dlltr2K9ERhgWTJiofnOEhFtCfXa5JBQm%2BLZl%2ByXiaCD1tLLR8dRlLu8zV2r%2FtDw4Ffba3nymcuWh535Cwk6Ai6JyZkjmb2oLi0%2FFnOZOjkEd5UIjvGxjTjpH7p3cf085Nwe7SkfDuPCLm8e50AIXpg6EyDwxTtTyENGfg9aYHp2uQI4e20lKucPX4Z8yoJDjnxm5aFY7GRdpRKmn5tVpL1drjVmhW0lJbd4rwnl100Gz2SWIlvUGL%2Fhd5N%2FASSZ%2BPfCB4UvZtXj%2FjJv4iuvjIu2k1x8jh6oRZ4b94FybDidvL3xlrMOCFqo7zSWuDi7fQc80PSd%2F7aYNaLHYrLQooTXgGwNJ6RjozP6owwYr6RrlaAKg5i82Tjm8JytYwEloGjt5IGdGQmTABdgVIREwdFvLB0EspvawRbnnZXo2tVi6znTVTcYo%2BaAvAeV8R1D9y7qez0%2BEWWiHFcC37iZw6yZEukRBHFDcU%2BeTDXtpNNjTxVMtBhtEAcn9zg%2FHaaZ2sPtYjN%2B0twLBHLzE0YlGWyoKyz6M4lHzrboi0ewFN1BXEKtKYk3vAmdOmTOgCe616ak41zuYNUnGp6XXz%2BXGbjKbogLDgoOi5mH4B%2FU%3D&checksum=2643997838371cc99dc6fec04833bd6075043f9d12ff"
"Five Dancewear- Girls Youth","$20.00","https://www.ebay.com/itm/Five-Dancewear-Girls-Youth/124215055096?hash=item1cebcb52f8:g:nbwAAOSw549et1tC"
"EUC Five Dancewear Retired Hooded Crop Net Top Black Adult PA Dance","$34.00","https://www.ebay.com/itm/EUC-Five-Dancewear-Retired-Hooded-Crop-Net-Top-Black-Adult-PA-Dance/264399783837?hash=item3d8f74879d:g:QeUAAOSwCg9dLWc7"
"Five Dancewear Black Amore Leotard with Lace Size SA","$36.50","https://www.ebay.com/itm/Five-Dancewear-Black-Amore-Leotard-with-Lace-Size-SA/124186930620?hash=item1cea1e2dbc:g:fGYAAOSwqA1evUv-"
"EUC five dancewear leotard Large adult","$39.54","https://www.ebay.com/itm/EUC-five-dancewear-leotard-Large-adult/274307124778?hash=item3fddfa8e2a:g:e4MAAOSw0XhebYB5"
"Five Dancewear Leotard FAME LUXE LEO “WOMEN” Small Adult (fit My 11 Year Old)","$39.99","https://www.ebay.com/itm/Five-Dancewear-Leotard-FAME-LUXE-LEO-WOMEN-Small-Adult-fit-My-11-Year-Old/274044460029?hash=item3fce529bfd:g:zP0AAOSwHwJdnU4l"
